timestamp,temperature
2025-03-13 16:31:27,4
2025-03-13 16:31:33,4
2025-03-13 16:31:35,4
2025-03-20 13:54:02,3
2025-03-20 13:54:59,3
2025-03-20 13:56:38,
2025-03-20 13:57:12,3
2025-03-20 13:58:41,7
2025-03-20 14:10:39,
2025-03-20 14:15:01,
2025-03-20 14:15:39,
2025-03-21 00:23:20,
2025-03-21 00:34:53,0°C
2025-03-21 00:39:16,
